Simulation_ID,S0,K,T,r,sigma_v,Up-and-In_Call,Up-and-Out_Call,European_Lookback_Call,Asian_Call,Double_Barrier_Call,Delta,Gamma,Theta,Vega,Rho
179,92.197835,109.231139,0.771317,0.021399,0.287204,0.193014,0.000817,0.275294,0.045715,0.000817,0.048700,0.006019,-0.747128,6.024928,3.186912
180,132.848131,83.479434,1.945764,0.038611,0.259580,59.812241,0.000000,59.834719,54.552408,0.000000,0.999911,0.000002,-2.992082,0.029931,150.645602
181,130.799197,76.050779,1.310185,0.046008,0.115097,62.924392,0.000000,63.034399,58.891565,0.000000,0.999954,0.000002,-3.295918,0.014513,93.802265
182,112.438936,77.936967,0.550205,0.042740,0.264982,37.100520,0.000000,37.132283,35.756530,0.000000,0.999938,0.000004,-3.256753,0.010177,41.880312
183,121.149440,94.334642,0.865222,0.015469,0.178590,28.353776,0.000000,28.779712,27.550709,0.000000,0.999831,0.000006,-1.445413,0.028434,80.513756
184,71.170589,105.318043,0.434316,0.029178,0.163251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000470,0.000166,-0.016698,0.070271,0.013990
185,71.777819,70.757062,0.982081,0.025658,0.114896,0.000000,2.925477,2.975734,2.036191,0.000000,0.999613,0.000015,-1.774281,0.027224,67.724474
186,70.907662,75.563018,1.148985,0.019614,0.206233,0.000000,1.225304,1.636654,0.551684,0.000000,0.172789,0.026934,-0.850757,13.605766,12.968112
187,94.358471,71.183709,1.685649,0.043327,0.278734,0.000000,30.292519,30.334169,26.692572,30.114621,0.999833,0.000005,-2.869489,0.030605,111.504336
188,58.998429,121.439010,0.758833,0.048438,0.118022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.000003,-0.000467,0.002038,0.000604
189,91.138676,71.726102,0.441294,0.031721,0.121585,0.000000,20.655961,20.834053,20.024736,15.003372,0.999916,0.000009,-2.246488,0.009352,31.208581
190,96.688110,73.628184,1.606065,0.020530,0.283666,0.072537,26.238553,26.409818,24.672825,26.184885,0.999835,0.000007,-1.465057,0.030438,114.384142
191,149.167889,102.820657,0.373339,0.032320,0.195609,48.125916,0.000000,48.364810,47.219906,0.000000,0.999986,0.000001,-3.284462,0.003189,37.925779
192,117.459190,101.195049,1.327644,0.032640,0.184653,21.397549,0.000000,21.458784,18.814622,0.000000,0.999741,0.000006,-3.168184,0.043784,128.598477
193,75.232212,81.736175,1.205864,0.048368,0.293260,0.030812,1.436063,1.738053,0.551705,0.000000,0.182261,0.036294,-1.178323,14.862227,15.277454
194,102.831748,75.505800,0.774432,0.026505,0.126441,0.073301,29.351286,29.554221,28.359741,29.351286,0.999917,0.000006,-1.962999,0.013832,57.278644
195,58.490513,87.267340,1.220554,0.045288,0.268565,0.021779,0.000000,0.039142,0.000000,0.000000,0.007427,0.001392,-0.091392,0.996067,0.486699
196,58.510806,117.722832,0.588047,0.021190,0.214470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000002,-0.000256,0.001088,0.000224
197,114.195772,120.448996,1.516187,0.031102,0.188027,3.074742,0.000000,3.830204,1.501490,0.000000,0.245645,0.021225,-1.592389,27.989505,39.147642
198,93.295136,126.572756,1.991214,0.046147,0.144698,0.090121,0.000000,0.115463,0.004964,0.000000,0.019823,0.002858,-0.208033,4.829701,3.414621
199,98.086350,85.655858,0.670263,0.042376,0.133482,0.021864,15.219156,15.263909,13.827280,15.219156,0.999768,0.000011,-3.533101,0.024474,55.786177
200,145.872233,111.364015,0.405047,0.045886,0.213230,37.281282,0.000000,37.320474,35.878271,0.000000,0.999939,0.000004,-5.019811,0.011243,44.273033
201,104.906850,97.563919,0.311475,0.017586,0.214589,0.022757,7.841685,8.492843,7.575816,7.841685,0.999720,0.000021,-1.714600,0.019723,30.212562
202,104.511937,105.256005,1.338824,0.038395,0.281407,2.946700,1.737911,4.709205,2.005759,1.737911,0.999628,0.000008,-3.843518,0.045720,133.784258
203,84.921213,113.032812,0.157729,0.018623,0.295601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.000092,-0.016631,0.023139,0.002611
204,149.377291,109.946396,1.152257,0.031414,0.128458,44.872589,0.000000,44.929242,42.132400,0.000000,0.999859,0.000004,-3.335877,0.035926,122.152717
205,124.415729,124.313495,1.940046,0.033614,0.132368,8.579983,0.000000,8.585581,4.334294,0.000000,0.999653,0.000005,-3.919122,0.063980,225.821632
206,73.476246,126.707971,0.152090,0.045889,0.240778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
207,133.840823,103.558171,0.514615,0.022102,0.232507,31.948315,0.000000,32.232219,31.159439,0.000000,0.999926,0.000005,-2.266376,0.013522,52.684228
208,85.689931,114.698180,0.665899,0.011156,0.125163,0.009196,0.000000,0.026837,0.000000,0.000000,0.005609,0.001257,-0.122639,0.966911,0.304471
209,149.920550,129.341552,0.909939,0.049896,0.259195,27.403229,0.000000,27.429873,23.903878,0.000000,0.999794,0.000007,-6.172015,0.040749,112.435596
210,112.854974,92.622092,1.308103,0.019556,0.124110,23.079287,0.000000,23.203034,21.619023,0.000000,0.999761,0.000006,-1.771147,0.040066,118.051181
211,98.128938,112.810043,0.237622,0.013256,0.134311,0.049482,0.000000,0.109951,0.000000,0.000000,0.031464,0.007088,-1.154761,2.917711,0.705741
212,82.348859,109.817610,0.817934,0.022252,0.116563,0.003830,0.000000,0.013588,0.000000,0.000000,0.009117,0.001924,-0.160378,1.565461,0.581740
213,62.781781,98.766453,0.337034,0.010224,0.299641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000117,0.000042,-0.005312,0.013903,0.002362
214,128.168459,83.272611,1.294477,0.022570,0.111725,48.755806,0.000000,48.834043,46.764402,0.000000,0.999903,0.000003,-1.828594,0.024950,104.670767
215,132.297293,76.356734,1.744882,0.043617,0.280430,66.186045,0.000000,66.207162,60.902742,0.000000,0.999925,0.000002,-3.088709,0.024799,123.447146
216,146.030955,106.867352,1.165434,0.019209,0.201091,42.400332,0.000000,42.622576,40.781230,0.000000,0.999854,0.000004,-2.012436,0.036052,121.758874
217,82.214749,92.922173,0.731028,0.042354,0.163139,0.106185,0.521017,0.948655,0.170747,0.000000,0.111305,0.015269,-1.352111,10.165234,6.218619
218,104.026979,84.351385,1.904688,0.019245,0.276085,4.754951,18.824527,23.634576,21.627431,18.824527,0.999767,0.000006,-1.568746,0.043926,154.814877
219,58.370123,118.205898,0.901137,0.019832,0.251513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000070,0.000015,-0.001746,0.011775,0.003424
220,126.140686,78.021005,1.572204,0.027517,0.163457,53.730348,0.000000,53.737719,50.886114,0.000000,0.999918,0.000003,-2.058372,0.023955,117.451041
221,148.310182,115.060891,1.716981,0.046689,0.151390,45.551386,0.000000,45.608501,39.321603,0.000000,0.999813,0.000003,-4.962646,0.052137,182.272589
222,83.120671,107.396261,0.211093,0.028880,0.150710,0.000000,0.000000,0.000000,0.000000,0.000000,0.001008,0.000431,-0.056555,0.119313,0.017227
223,123.056368,77.595535,0.204943,0.030206,0.185666,46.258416,0.000000,46.762097,45.866176,0.000000,1.000000,0.000000,-2.329405,0.000004,15.804501
224,70.759573,118.896896,1.686497,0.019158,0.184582,0.000000,0.000000,0.040827,0.000000,0.000000,0.001334,0.000197,-0.017329,0.283380,0.143139
225,59.736621,126.128761,1.048499,0.017797,0.254342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000101,0.000018,-0.002348,0.017252,0.005708
226,141.176673,76.884940,1.732807,0.022805,0.246782,70.015624,0.000000,70.053387,67.118518,0.000000,0.999946,0.000002,-1.687320,0.020459,128.048304
227,92.808643,121.435000,1.086844,0.021545,0.146969,0.053859,0.000000,0.095135,0.006093,0.000000,0.016301,0.002517,-0.239792,3.202417,1.540056
228,105.482216,112.174203,0.417598,0.019418,0.199747,1.075462,0.000000,1.892524,0.405551,0.000000,0.156159,0.016685,-2.608800,11.952067,6.427596
229,94.636625,80.317975,1.886349,0.024125,0.268225,0.000000,18.720609,18.750308,16.511383,18.599427,0.999748,0.000007,-1.854726,0.041483,144.704396
230,131.703275,84.922497,0.978965,0.012131,0.226928,48.269184,0.000000,48.976119,47.490392,0.000000,0.999947,0.000003,-1.020199,0.014128,82.146791
231,88.015799,91.250869,0.808424,0.015304,0.182847,0.327613,1.316988,2.819376,0.913195,0.000000,0.216500,0.021131,-1.524859,15.462656,14.108512
232,81.857199,81.228347,0.132809,0.010184,0.132347,0.000000,1.131213,1.793181,1.063644,0.000000,0.911032,0.285829,-1.098772,4.754218,9.802587
233,130.772511,113.010954,1.926448,0.047539,0.242210,30.378713,0.000000,30.470304,24.045510,0.000000,0.999772,0.000005,-4.905139,0.054821,198.580054
234,137.447529,108.348933,1.462972,0.018010,0.219446,32.815847,0.000000,32.912299,30.980409,0.000000,0.999774,0.000004,-1.907817,0.050035,154.323746
235,80.650804,105.081829,0.804077,0.039790,0.116060,0.014005,0.005280,0.071086,0.000000,0.000000,0.017037,0.003444,-0.291143,2.600216,1.045070
236,116.175354,93.340869,1.964827,0.044766,0.101055,33.502962,0.000000,33.603376,28.143373,0.000000,0.999802,0.000005,-3.829518,0.045265,167.894220
237,87.749150,102.378039,0.515714,0.027941,0.208967,0.097297,0.072943,0.280265,0.013533,0.000000,0.051425,0.008546,-0.969078,5.325687,2.190127
238,53.981355,127.096482,0.192711,0.026302,0.150468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
239,53.754556,101.367109,1.792195,0.011488,0.187388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000475,0.000074,-0.005307,0.076339,0.038926
240,143.287092,75.993183,0.608281,0.017862,0.290229,68.907075,0.000000,69.546616,68.137188,0.000000,0.999990,0.000001,-1.343631,0.003099,45.724656
241,139.930057,123.280691,0.250979,0.027780,0.115276,17.659511,0.000000,18.034033,17.159539,0.000000,0.999851,0.000012,-3.409240,0.016261,30.720324
242,62.511590,76.097752,1.733054,0.020765,0.145014,0.000000,0.186054,0.239948,0.044670,0.000000,0.039508,0.008480,-0.208225,5.389524,3.977347
243,82.847904,112.195271,0.462768,0.025729,0.167298,0.000000,0.000000,0.001246,0.000000,0.000000,0.003221,0.000839,-0.101009,0.477613,0.118228
244,79.780399,84.508951,1.141336,0.025171,0.273736,0.172259,1.360061,2.110929,0.802482,0.000000,0.182244,0.029520,-1.017630,15.356355,15.277434
245,67.307392,117.941430,0.754951,0.026577,0.277171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000482,0.000094,-0.013529,0.077194,0.022718
246,51.480875,100.054193,0.262339,0.018464,0.141738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
247,65.587164,92.686557,1.864611,0.011680,0.161524,0.000000,0.004874,0.054682,0.000000,0.000000,0.005425,0.001067,-0.041325,1.041869,0.607590
248,141.350221,102.190559,1.753841,0.024020,0.252883,45.229104,0.000000,45.250009,42.131108,0.000000,0.999825,0.000003,-2.358331,0.048324,171.771570
249,93.352461,102.359235,1.460705,0.033376,0.159708,1.382167,0.323054,2.173722,0.715276,0.144423,0.170698,0.019870,-1.136446,20.177376,21.488043
250,124.168920,102.082414,1.978254,0.032125,0.166141,30.302395,0.000000,30.336232,26.202289,0.000000,0.999773,0.000004,-3.081334,0.052593,189.431142
251,52.552744,80.880193,0.863137,0.049780,0.206356,0.000000,0.000000,0.000000,0.000000,0.000000,0.002333,0.000678,-0.036811,0.288929,0.099257
252,134.219960,118.013468,1.470432,0.031877,0.151567,22.591742,0.000000,22.609921,19.340858,0.000000,0.999729,0.000005,-3.595084,0.053894,165.511411
253,95.011738,107.304836,0.596260,0.016389,0.239264,0.373728,0.019783,0.626480,0.075671,0.016328,0.075309,0.010335,-1.151882,8.017013,3.986210
254,90.003294,92.344171,1.521418,0.041237,0.104349,0.040164,3.443438,3.495373,0.891397,2.326950,0.999623,0.000009,-3.579635,0.042181,131.876552
255,136.592850,95.705632,1.629001,0.037730,0.216501,49.538072,0.000000,49.585329,45.191423,0.000000,0.999854,0.000003,-3.399813,0.039931,146.566772
256,61.576747,90.987500,1.776849,0.046682,0.173287,0.155578,0.002650,0.161818,0.036768,0.000000,0.007707,0.001606,-0.069938,1.337189,0.779995
257,103.225355,109.722369,1.946693,0.022600,0.245247,2.574876,0.003545,3.075061,1.335267,0.003545,0.201128,0.030525,-0.874756,27.292370,37.770089
258,123.125529,74.424289,1.309874,0.032958,0.102855,53.975738,0.000000,54.025356,51.274661,0.000000,0.999927,0.000003,-2.351726,0.019495,93.352937
259,63.430968,110.139586,1.573565,0.037999,0.182190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000915,0.000179,-0.012286,0.183280,0.083312
260,125.886538,78.728415,0.211714,0.028783,0.127341,47.905473,0.000000,48.471296,47.511365,0.000000,1.000000,0.000000,-2.252267,0.000007,16.566671
261,92.893231,125.239448,1.801470,0.021379,0.273524,0.078581,0.000000,0.107208,0.001703,0.000000,0.014775,0.001523,-0.159240,3.168043,2.216666
262,82.060947,125.561360,1.807254,0.036218,0.104006,0.000000,0.000000,0.000000,0.000000,0.000000,0.002767,0.000516,-0.034165,0.737134,0.377992
263,72.002282,116.709089,0.442499,0.040665,0.150043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000075,0.000025,-0.003267,0.012268,0.002301
264,58.598997,121.272673,0.160650,0.047347,0.270644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
265,51.474733,86.840613,1.192761,0.033578,0.218255,0.000000,0.000000,0.002023,0.000000,0.000000,0.001484,0.000356,-0.019645,0.211249,0.084260
266,90.965955,87.082947,0.237231,0.033980,0.266860,0.000000,4.607282,4.830246,4.232416,3.594517,0.999703,0.000035,-2.941478,0.015324,20.486018
267,115.426262,73.869511,0.789957,0.015782,0.195553,42.901378,0.000000,43.525475,42.196901,0.000000,0.999939,0.000003,-1.154115,0.012310,57.624359
268,146.188198,126.904983,1.333295,0.011736,0.108180,21.426809,0.000000,21.873931,20.279032,0.000000,0.999717,0.000005,-1.473903,0.057119,166.499678
269,106.575543,124.454173,1.965045,0.049372,0.166920,1.495543,0.000000,1.614736,0.416329,0.000000,0.131390,0.015786,-1.098490,22.930645,25.518143
270,111.644015,129.242817,1.031554,0.049541,0.243209,0.842987,0.000000,1.071004,0.170691,0.000000,0.086973,0.009362,-1.239219,13.034749,9.237592
271,119.362169,105.484311,1.781035,0.023335,0.111129,19.062109,0.000000,19.122517,16.468622,0.000000,0.999718,0.000005,-2.366125,0.053812,180.136647
272,73.890343,120.955714,0.845515,0.014272,0.186994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000601,0.000131,-0.014405,0.116652,0.035252
273,72.798706,129.475648,0.212727,0.048888,0.117800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000000
274,67.767052,115.061144,1.337000,0.035858,0.120917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000636,0.000130,-0.010253,0.128877,0.052420
275,73.097165,70.669624,1.967140,0.044908,0.125651,0.000000,9.118967,9.131935,5.712676,0.000000,0.999692,0.000008,-2.907625,0.036059,127.194870
276,99.282955,111.363607,0.808057,0.015478,0.199581,0.627540,0.000000,0.966096,0.166647,0.000000,0.092206,0.010985,-1.091015,11.197933,6.873047
277,126.318236,79.858004,0.575570,0.013596,0.117878,47.466580,0.000000,48.381381,46.992032,0.000000,0.999983,0.000001,-1.078364,0.004116,45.604218
278,126.409554,124.508775,1.062469,0.016584,0.168252,4.267962,0.000000,4.425858,3.192980,0.000000,0.999613,0.000007,-2.037199,0.049887,129.904538
279,80.429218,122.226090,1.642871,0.019851,0.279194,0.009214,0.000000,0.010493,0.000000,0.000000,0.005229,0.000600,-0.067197,1.078879,0.620676
280,122.110271,113.560353,0.275341,0.042601,0.104338,10.030701,0.000000,10.121187,9.307530,0.000000,0.999751,0.000019,-4.789708,0.020324,30.894025
281,140.630373,91.597276,1.379746,0.045503,0.274505,58.129771,0.000000,58.217211,53.589816,0.000000,0.999906,0.000003,-3.917393,0.027638,118.667558
282,118.620707,109.032151,1.519884,0.035030,0.287785,16.092725,0.000000,16.143303,12.820976,0.000000,0.999700,0.000006,-3.626596,0.050843,157.045900
283,146.123083,99.870096,1.813924,0.029928,0.203217,54.361996,0.000000,54.423986,50.241256,0.000000,0.999872,0.000003,-2.834384,0.041207,171.540001
284,95.056550,106.556784,1.550524,0.016419,0.137414,0.745729,0.055017,1.225668,0.351315,0.031224,0.104987,0.012975,-0.661588,16.086000,14.342502
285,96.815098,108.226794,0.654845,0.027112,0.289399,0.691858,0.016068,0.942432,0.198416,0.013146,0.088221,0.010956,-1.283910,9.122106,5.179162
286,126.350961,81.713985,1.737920,0.039663,0.202526,53.683406,0.000000,53.742229,49.161543,0.000000,0.999879,0.000003,-3.028457,0.033544,132.516707
287,58.458503,70.147382,0.310054,0.047502,0.281994,0.000000,0.012577,0.026468,0.000953,0.000000,0.022822,0.007400,-0.512520,1.458392,0.394377
288,69.386870,95.624535,1.288718,0.044045,0.143701,0.000000,0.009346,0.009948,0.000000,0.000000,0.012793,0.002587,-0.147179,2.084204,1.067628
289,148.506030,77.779994,0.253366,0.035910,0.255422,72.046447,0.000000,72.461624,71.373488,0.000000,1.000000,0.000000,-2.767745,0.000000,19.528312
290,123.937341,93.650013,1.610972,0.044136,0.129247,39.377974,0.000000,39.398181,34.769086,0.000000,0.999833,0.000004,-3.853117,0.039345,140.468771
291,144.319372,82.620287,1.162707,0.026516,0.110633,66.242181,0.000000,66.272438,63.921292,0.000000,0.999961,0.000002,-2.126076,0.013257,93.138935
292,53.807958,92.405722,0.869080,0.042301,0.170490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000379,0.000115,-0.007266,0.055510,0.016610
293,73.859680,108.676900,1.366957,0.012803,0.255997,0.000000,0.000000,0.004200,0.000000,0.000000,0.006270,0.000879,-0.079806,1.125337,0.577658
294,96.954833,88.391149,0.170141,0.010851,0.268380,0.000000,8.740844,9.933467,8.652876,8.739325,0.999814,0.000025,-0.965771,0.010702,15.007974
295,104.782067,100.867232,1.621049,0.030761,0.143967,5.539550,3.730067,9.291839,6.581744,3.730067,0.999664,0.000007,-2.955888,0.048681,155.476353
296,141.164320,110.147446,1.364970,0.041425,0.238057,39.166972,0.000000,39.205434,35.056644,0.000000,0.999821,0.000004,-4.316546,0.043054,142.038062
297,79.001811,71.961841,0.680123,0.029861,0.119487,0.000000,8.614060,8.712428,7.813477,0.000000,0.999712,0.000016,-2.110167,0.022243,47.940411
298,121.480319,108.653959,1.009091,0.025333,0.247538,16.023871,0.000000,16.091740,14.424072,0.000000,0.999716,0.000008,-2.689026,0.041391,106.830514
299,145.780650,82.751762,1.185929,0.024258,0.288370,67.106482,0.000000,67.242142,65.026734,0.000000,0.999958,0.000002,-1.952443,0.014139,95.346145
300,123.000739,75.551440,0.346698,0.042982,0.232613,49.378343,0.000000,49.488506,48.464583,0.000000,0.999999,0.000000,-3.199401,0.000284,25.806026
301,118.339104,109.914158,1.307288,0.019990,0.123746,11.416375,0.000000,11.507204,9.852992,0.000000,0.999675,0.000008,-2.145731,0.048717,139.917074
302,93.980041,114.056882,1.522173,0.011929,0.157529,0.159513,0.000000,0.285756,0.039715,0.000000,0.034547,0.004715,-0.293447,6.749193,4.582100
303,148.810218,73.442379,0.214465,0.042499,0.135977,76.674050,0.000000,77.037393,76.000973,0.000000,1.000000,0.000000,-3.092936,0.000000,15.607902
304,111.283540,89.499009,1.280113,0.015912,0.284355,24.139799,0.000000,24.366106,22.998872,0.000000,0.999804,0.000007,-1.399182,0.034863,112.224347
305,90.470103,109.465558,1.910761,0.041901,0.162323,0.581994,0.001932,0.694281,0.131553,0.001064,0.071125,0.010134,-0.553802,12.648359,11.377153
306,58.265062,110.951161,1.639432,0.015586,0.291776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000841,0.000112,-0.011211,0.139219,0.069672
307,86.199477,84.608940,0.981993,0.017262,0.222168,0.000000,3.084019,3.280270,2.394761,0.000000,0.999607,0.000014,-1.440679,0.032841,81.646360
308,50.395543,115.450796,0.863775,0.028460,0.223689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.000003,-0.000384,0.002080,0.000584
309,98.408552,94.640952,1.911342,0.013576,0.215520,0.000000,6.355552,6.530304,5.078444,6.355552,0.999651,0.000007,-1.256290,0.050362,176.159734
310,137.125184,106.980376,1.330638,0.034799,0.112290,36.869069,0.000000,36.920838,33.535857,0.000000,0.999826,0.000005,-3.558631,0.040675,135.870615
311,118.123224,127.860299,1.528444,0.048969,0.166030,3.489026,0.000000,4.030646,1.397946,0.000000,0.251266,0.018919,-2.176365,29.103367,41.607648
312,58.381544,75.433363,0.656026,0.039757,0.113636,0.000000,0.033279,0.046511,0.001343,0.000000,0.014858,0.004491,-0.214217,1.528350,0.540430
313,88.815828,80.385255,1.827978,0.039719,0.137740,0.000000,15.074340,15.091341,11.707377,0.000000,0.999724,0.000008,-2.971881,0.040125,136.588835
314,107.356267,126.617362,0.679674,0.013518,0.184646,0.196209,0.000000,0.314073,0.026536,0.000000,0.045676,0.006012,-0.826921,6.833676,3.129150
315,117.872033,90.464263,1.115094,0.013683,0.290014,29.131811,0.000000,29.613912,28.262678,0.000000,0.999838,0.000006,-1.223232,0.030561,99.322783
316,124.453990,104.121125,1.798393,0.013385,0.299888,23.357515,0.000000,23.626055,21.847366,0.000000,0.999764,0.000006,-1.364102,0.051352,182.729846
317,122.036680,92.995841,0.196412,0.036265,0.177360,29.993113,0.000000,30.327534,29.576107,0.000000,0.999993,0.000001,-3.349239,0.001030,18.135725
318,125.620739,114.508301,0.912493,0.037118,0.225064,15.373788,0.000000,15.387911,13.202809,0.000000,0.999704,0.000008,-4.115302,0.041459,100.965288
319,85.452069,103.156682,0.727469,0.017492,0.262756,0.061743,0.023086,0.133987,0.004249,0.000000,0.033278,0.005163,-0.509654,4.159318,1.928647
320,89.172550,108.752654,1.589578,0.039662,0.191815,0.411120,0.006791,0.544374,0.064395,0.000000,0.049818,0.007147,-0.451212,8.500726,6.520961
321,92.540586,82.793436,0.742357,0.042571,0.250281,0.000000,12.715629,12.740986,11.229251,12.462603,0.999740,0.000012,-3.419482,0.025842,59.528870
322,66.884255,122.040140,1.502330,0.035278,0.207667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000650,0.000107,-0.010303,0.133156,0.058982
323,66.782756,83.779886,0.554448,0.045949,0.171395,0.000000,0.029209,0.054481,0.000000,0.000000,0.021977,0.005445,-0.393276,2.184466,0.770525
324,63.806432,84.671859,0.646901,0.033381,0.249745,0.000000,0.002723,0.005191,0.000000,0.000000,0.012128,0.002774,-0.212434,1.307955,0.469744
325,133.017804,108.420304,0.661807,0.011791,0.249780,25.618299,0.000000,26.427897,25.095110,0.000000,0.999781,0.000006,-1.278503,0.031948,71.171649
326,134.664945,80.278728,0.406729,0.012163,0.174499,54.906890,0.000000,56.292678,54.574458,0.000000,0.999997,0.000000,-0.971949,0.000798,32.490389
327,144.732132,76.523765,0.121459,0.014122,0.273046,68.504194,0.000000,70.154784,68.372810,0.000000,1.000000,0.000000,-1.078830,0.000000,9.278560
328,105.558396,84.932412,1.436633,0.015529,0.112629,4.520644,18.447613,23.167672,21.759892,18.447613,0.999773,0.000006,-1.294411,0.038129,119.278553
329,66.638121,118.061788,0.834743,0.045752,0.182989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000280,0.000066,-0.007279,0.050394,0.014607
330,68.806832,111.138849,0.537070,0.010192,0.182694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000158,0.000050,-0.005242,0.025995,0.005566
331,51.635544,111.244265,0.928028,0.014510,0.288515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000069,0.000016,-0.001585,0.010624,0.003059
332,82.722506,98.516416,0.719038,0.040828,0.175108,0.110043,0.126560,0.340772,0.025537,0.000000,0.056060,0.008939,-0.838825,6.304205,3.118544
333,132.426791,91.178060,0.681460,0.017887,0.257023,42.731338,0.000000,43.214889,41.937367,0.000000,0.999952,0.000003,-1.613426,0.010833,61.376676
334,142.852515,85.504128,1.393756,0.036814,0.232785,64.967295,0.000000,65.003528,61.085057,0.000000,0.999968,0.000001,-2.991347,0.011984,113.204158
335,61.619371,118.233862,0.437749,0.039219,0.218409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000001,-0.000230,0.000662,0.000119
336,63.231587,86.856087,1.341974,0.037420,0.179588,0.000000,0.018940,0.020532,0.000000,0.000000,0.013197,0.002646,-0.131621,1.919598,1.037619
337,131.172657,112.265701,0.699349,0.041388,0.252914,22.665305,0.000000,22.679565,20.718421,0.000000,0.999817,0.000009,-4.518611,0.029036,76.253833
338,145.229645,84.822794,0.941163,0.033287,0.153349,64.992093,0.000000,65.065682,62.695666,0.000000,0.999960,0.000002,-2.738590,0.012193,77.363396
339,104.230351,78.014037,1.278315,0.022528,0.110085,2.611603,26.545408,29.247589,27.644478,26.545408,0.999828,0.000006,-1.711675,0.030059,96.865853
340,65.929722,115.489572,1.591474,0.023339,0.213194,0.000000,0.000000,0.000000,0.000000,0.000000,0.001127,0.000175,-0.015488,0.222611,0.106230
341,107.780689,80.664158,1.734929,0.049754,0.234347,36.687282,0.000000,36.733641,31.803289,0.000000,0.999861,0.000005,-3.683487,0.031436,128.340174
342,73.831899,116.984617,0.752739,0.037065,0.105959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000443,0.000119,-0.011497,0.084132,0.023179
343,61.184058,93.312006,0.237139,0.018777,0.129978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000003,-0.000285,0.000613,0.000070
344,91.011888,88.826989,1.353342,0.021722,0.118181,0.017503,4.921753,4.992512,3.576614,3.931192,0.999634,0.000009,-1.878227,0.039820,116.667669
345,144.372730,97.709581,1.378855,0.030269,0.269845,52.976502,0.000000,53.005907,49.835277,0.000000,0.999897,0.000003,-2.839961,0.030336,129.194739
346,96.821321,84.016349,0.477051,0.029394,0.207709,0.000000,14.129028,14.314008,13.453038,14.129028,0.999798,0.000014,-2.440699,0.018852,39.511402
347,98.777227,96.056424,0.334977,0.038854,0.163522,0.000000,4.030432,4.112190,3.385057,4.030432,0.999627,0.000022,-3.691992,0.021650,31.746620
348,134.714901,90.936147,1.032965,0.035422,0.116548,48.748432,0.000000,48.800094,46.242301,0.000000,0.999898,0.000003,-3.109483,0.024410,90.541535
349,63.873994,111.139823,0.576475,0.045872,0.179983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,0.000022,-0.002413,0.011228,0.002473
350,65.304524,118.700931,0.358613,0.043508,0.218526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000001,-0.000177,0.000435,0.000068
351,53.906418,125.890548,1.666815,0.025446,0.190675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000077,0.000010,-0.001186,0.013001,0.005995
352,75.958431,78.874488,1.592985,0.012305,0.196705,0.040417,1.609678,2.462325,1.038821,0.000000,0.216219,0.031393,-0.681034,18.639602,24.100719
353,98.996583,122.209171,0.834944,0.017882,0.175082,0.084613,0.000000,0.135819,0.001326,0.000000,0.030412,0.004218,-0.507415,5.011101,2.351954
354,137.968311,106.522321,1.598897,0.025706,0.275827,37.191883,0.000000,37.260754,34.310242,0.000000,0.999806,0.000004,-2.632774,0.048006,163.402324
355,115.295891,113.144236,1.346757,0.048292,0.150967,9.874788,0.000000,9.889497,5.960526,0.000000,0.999659,0.000008,-5.123918,0.049080,142.710835
356,60.854756,94.700494,1.770153,0.031107,0.101750,0.000000,0.002528,0.004183,0.000000,0.000000,0.001876,0.000469,-0.017960,0.374134,0.184220
